id,ids,Title,"abstract","affiliations"
P2087,P2087,Avatars, Should We Look at Them Directly or through a Mirror?: Effects of Avatar Display Method on Sense of Embodiment and Gaze,"In this study, by using head-mounted display with an extended downward field of view (FOV) and an eye-tracking function, we investigated the effects of presentation on the avatar body, which cannot be easily viewed with a limited downward FOV, on the sense of embodiment, presence, difficulty, speed of reaching tasks, and head behavior patterns. ",""
P2089,P2089,Evaluating the Impact of Immersiveness in Virtual Reality Simulations on Anxiety Reduction for MRI Procedures: A Preliminary Study,"Magnetic Resonance Imaging (MRI) often triggers anxiety, impacting imaging quality and compliance. This study explores Virtual Reality Exposure Therapy (VRET) using three scenarios: 2D video, 360ø video, and fully immersive VR. Thirteen participants underwent all scenarios, with heart rate (HR), skin temperature (SKT), electrodermal activity (EDA), and anxiety self-reports monitored. While no significant HR differences were found, immersive VR elicited higher HR peaks, increased EDA, and reduced SKT. Anxiety decreased post-session, particularly in those with moderate to high pre-session anxiety. These results suggest personalized VRET approaches and real-time biofeedback could improve outcomes.","Hamideh Hosseini Toudeshky: Concordia University, Sarah Seidnitzer: Uniklinikum Erlangen, Sebastian Bickelhaupt: Universit„tsklinikum Erlangen, Rola Harmouche: National Research Council Canada, Marta Kersten-Oertel: Concordia University"
P2103,P2103,A Comparison Study Understanding the Impact of Mixed Reality Collaboration on Sense of Co-Presence,"Sense of co-presence, the perceived closeness and interaction in collaboration, is key to effective teamwork. This study examines the novel impact of Mixed Reality (MR) on co-presence in remote settings compared to video conferencing. In a comparison with 14 dyads performing block assembly tasks across MR, video conferencing, and co-located scenarios, MR achieved co-presence levels comparable to physical co-location. Co-presence was also predicted through behavioral indicators such as deictic actions, confirmation behaviors, and language use. By enabling natural, action-based interactions and reducing reliance on verbal communication, MR demonstrates its transformative potential for remote collaboration.","Jianing Yin: Tsinghua University, Weicheng Zheng: Duke Kunshan University, Yuntao Wang: Tsinghua University, Xin Tong: Hong Kong University of Science and Technology (Guangzhou), Yukang Yan: University of Rochester"
P2108,P2108,From Novelty to Knowledge: A Longitudinal Investigation of the Novelty Effect on Learning Outcomes in Virtual Reality,"This study examines the novelty effect of immersive virtual reality (VR) and its influence on long-term learning. A three-wave longitudinal study revealed that while novelty initially boosted user engagement and exploration, it significantly waned over time. Importantly, learning outcomes steadily improved, indicating that the novelty effect may obscure VR?s sustained educational benefits. These findings highlight VR?s potential as a powerful educational tool and provide guidelines for mitigating the novelty effect in long-term learning strategies, ensuring that immersive environments can support meaningful, lasting learning outcomes beyond initial excitement.","Joomi Lee: University of Arkansas, Chen (Crystal) Chen: University of Miami, Aryabrata Basu: University of Arkansas at Little Rock"
P2115,P2115,MPGS: Multi-plane Gaussian Splatting for Compact Scenes Rendering,"This paper presents Multi-Plane Gaussian Splatting (MPGS), a novel method for high-fidelity rendering of heterogeneous scenes with compact reconstruction. MPGS enhances 3D Gaussian Splatting (3DGS) by optimizing Gaussian distributions for both rich and weak-textured regions. A multi-scale geometric correction mechanism refines the 3D Gaussian distribution for efficient scene representation. Regularizing with normal information further improves rendering quality. MPGS efficient reduces storage, and boosts real-time performance. Experimental results demonstrate that MPGS outperforms existing methods, particularly in weak-textured areas, establishing it as a state-of-the-art approach for scene reconstruction.","Deqi Li: Beijing Normal University, Shi-Sheng Huang: Beijing Normal University, Hua Huang: Beijing Normal University"
P2117,P2117,Beyond the Phone: Exploring Phone-XR Integration through Multi-View Transitions for Real-World Applications,"Although XR headsets have become increasingly prevalent, their integration with mobile phones remains limited. Existing approaches typically replicate phone interfaces in XR or employ the phone as a 6DoF controller. We propose a framework that enables seamless transitions between mirrored, magnified, and augmented views of mobile interfaces in XR. Our system dynamically adapts these interfaces to application content, creating a generalizable solution for phone?XR integration. Guided by literature reviews and expert workshops, we established a design space and developed a prototype evaluated in real-world applications. A user study evaluated the system, underscoring its potential to foster a cohesive cross-device ecosystem.","Fengyuan Zhu: University of Toronto, Xun Qian: Google, Daniel Kalmar: Google, Mahdi Tayarani: Google, Eric J Gonzalez: Google, Mar Gonzalez-Franco: Google, David Kim: Google Research, Ruofei Du: Google"
P2124,P2124,ResponsiveView: Enhancing 3D Artifact Viewing Experience in VR Museums,"We collect empirical data on user-determined parameters for the optimal viewing experience in VR museums. By modeling users' viewing behaviors, we derive predictive functions that configure the pedestal height, calculate the optimal viewing distance, and adjust the appropriate handheld scale for the optimal viewing experience. This led to our novel 3D responsive design, ResponsiveView. Similar to the responsive web design that automatically adjusts for different screen sizes, ResponsiveView automatically adjusts the parameters in the VR environment to facilitate users' viewing experience. The design has been validated with popular inputs available in current commercial VR devices, demonstrating enhanced viewing experience in VR museums.","Xueqi Wang: Xi'an Jiaotong-Liverpool University, Yue Li: Xi'an Jiaotong-Liverpool University, Boge Ling: University of British Columbia, Han-Mei Chen: University of Liverpool , Hai-Ning Liang: The Hong Kong University of Science and Technology (Guangzhou)"
P2137,P2137,From Picks to Pixels: An Exploration of Virtual Reality in Geoscience Education,"In this work we present our system for teaching practical geology field skills through a combination of 360ø video, photogrammetry, and virtual content. The system was evaluated with first- and second-year undergraduate geoscience students to determine if it was effective in teaching skills that could be transferred to the real world. Students who had performed the task previously saw a significant improvement in their abilities, however this improvement was absent in novice users, suggesting the tool?s suitability for revision rather than first-time learning. We discuss these findings and the challenges we encountered in the system?s development and deployment.","Jacob Young: University of Otago, Matthew Wood: Victoria University of Wellington, Nadia Pantidi: Victoria University of Wellington, Dene Carroll: Te Herenga Waka - Victoria University of Wellington, James Crampton: Te Herenga Waka - Victoria University of Wellington, Cliff Atkins: Te Herenga Waka - Victoria University of Wellington"
P2146,P2146,VR Whispering: A Multisensory Approach for Private Conversations in Social Virtual Reality,"We introduce Whisper, a novel multisensory interaction technique that enhances private conversations in social Virtual Reality. Based on formative research (N=20), Whisper simulates natural whispering through synchronized visual (avatar proximity and gestures), auditory (voice conversion), and tactile (simulated airflow) feedback, while maintaining public conversation awareness through contextual records. Our comparative evaluation (N=24) in social scenarios demonstrates that Whisper provides an intuitive and immersive private communication method, significantly outperforming existing approaches in privacy, mode distinguishability, intimacy, and social presence.","Xueyang Wang: Tsinghua University, Kewen Peng: Shanghai Jiao Tong University, Chonghao Hao: Shanghai Jiao Tong University, Wendi Yu: Tsinghua University, Xin Yi: Tsinghua University, Hewu Li: Tsinghua University"
P2159,P2159,In Touch We Decide: Physical Touch by Embodied Virtual Agent Increases the Acceptability of Advice,"We investigated the use of social touch to enhance trust repair in virtual agents after speech recognition errors.  Participants interacted with an agent in VR while a robotic arm provided touch to the back of their hand. Results showed that while social touch did not directly repair trust, it significantly increased the acceptance of the agent's advice, regardless of trust levels.  This suggests that physical haptic feedback plays a crucial role in shaping human-agent interactions in VR, particularly influencing decision-making.","Atsuya Matsumoto: The University of Tokyo, Takashige Suzuki: the Graduate school of Information Science and Technology, Chi-Lan Yang: The University of Tokyo, Takuji Narumi: the University of Tokyo, Hideaki Kuzuoka: The University of Tokyo"
P2174,P2174,Enhancing Social Experiences in Immersive Virtual Reality with Artificial Facial Mimicry,"The availability of affordable VR hardware and growing interest in the Metaverse are driving the expansion of Social VR (SVR) platforms. These platforms enable real-time avatar-mediated interactions, letting users engage in augmented social dynamics that overcome physical limitations. Artificial Facial Mimicry (AFM), one of such augmentations, can potentially enhance social experiences but remains underexplored in avatar-mediated interactions. To assess AFM?s potential, an automated system providing AFM, nodding, and eye contact was developed, integrated into an SVR application, and tested in a controlled user study. Results showed that AFM can improve social closeness, attraction, trust, presence, without impacting avatar naturalness.","Alessandro Visconti: Politecnico di Torino, Davide Calandra: Politecnico di Torino , Federica Giorgione: Politecnico di Torino, Fabrizio Lamberti: Politecnico di Torino"
P2177,P2177,Immersive Tailoring of Embodied Agents Using Large Language Models,"LLM-based embodied agents are emerging in VR, enabling dynamic interactions in scenarios like teaching, companionship, and gaming. We present an architecture integrating LLM modules to support conversational tailoring, allowing users to adjust an agent?s behavior, personality, and appearance directly in the virtual space. This approach eliminates the need for pre-development modifications or external interfaces. Performance evaluation highlights latency challenges in the speech-to-text-to-speech pipeline, alongside insights from a six-week user study. While promising, future work focuses on reducing latency and addressing the black-box limitations of LLMs to improve system reliability and responsiveness.","Andrea Bellucci: Universidad Carlos III de Madrid, Giulio Jacucci: Helsinki Institute for InformationÿTechnology HIIT, University of Helsinki, Kien Duong: Univerisity of Helsinki, Pritom K Das: Univerisity of Helsinki, Sergei Smirnov: Univerisity of Helsinki, Imtiaj Ahmed: University of Helsinki, Jean-Luc Lugrin: Department of Computer Science, HCI Group"
P2201,P2201,Examining the Validity of An Endoscopist-patient Co-participative Virtual Reality Method (EPC-VR) in Pain Relief during Colonoscopy,"To relieve perceived pain in patients undergoing colonoscopy, we developed an endoscopist-patient co-participative VR tool (EPC-VR) based on A Neurocognitive Model of Attention to Pain. It allows the patient actively play a VR game and supports endoscopist to trigger a distraction mechanism to divert the patient's attention away from the medical procedure. We performed a comparative clinical study with 40 patients. Patients? perception of pain and affective response were evaluated and the results support the effectiveness of EPC-VR: active VR playing with endoscopists? participation can help relieve the perceived pain and scare of patients undergoing colonoscopy. Finally, 87.5% of patients opt to use the VR application in next colonoscopy.","Yulong Bian: Shandong University, Juan Liu: Shandong University, Yongjiu Lin: Shandong University, Weiying Liu: School of Mechanical,Electrical&Information Engineering, Yang Zhang: School of Mechanical,Electrical & Information Engineering, Tangjun Qu: Shandong University, Sheng Li: Peking University, Zhaojie Pan: The FirstÿAffiliatedÿHospitalÿofÿJinanÿUniversity, Wenming Liu: The FirstÿAffiliatedÿHospitalÿofÿFujianÿMedicalÿUniversity, Wei Huang: Jinan University, Ying Shi: Jinan University"
P2206,P2206,Enhancing Empathy for Visual Impairments: A Multi-modal Approach in  VR Serious Games,"This paper explores the design and evaluation of SEEK VR, a multi-modal virtual reality game aimed at fostering empathy for visually impaired (VI) individuals. Through a combination of visual feedback, 3D spatial audio, and haptic feedback, SEEK VR simulates the challenges faced by VIs, allowing non-disabled players to experience their daily difficulties. Results from a user study of 24 participants indicate significant improvements in empathy and awareness. This work demonstrates the potential of multi-modal VR-based serious games to raise awareness and encourage social change by immersing players in the perspectives of VIs.","Yuexi Dong: Beijing Jiaotong University, Haonan Guo: Beijing Jiaotong University, Jingya Li: Beijing Jiaotong University"
P2209,P2209,Perceptual Alignment of Spatial Auditory and Tactile Stimuli for Effective Directional Cueing,"Spatial audio and directional tactile cues are crucial for target localization and collision avoidance. Spatially aligned auditory and tactile stimuli can perform better than misaligned ones, but achieving precise alignment is challenging. This study aims to (1) identify just noticeable differences (JNDs) of direction between auditory and tactile stimuli in the horizontal plane and (2) evaluate hazard avoidance performance with misaligned cues within the JNDs. The estimated JNDs increase from 26ø to 84ø as the stimuli shifted from the center to the side of the body. Perceptual alignment of auditory and tactile cues within the JND ranges yielded comparable hazard avoidance performance and usability to exact physical alignment.","Dajin Lee: Pohang University of Science and Technology (POSTECH), Seungmoon Choi: Pohang University of Science and Technology (POSTECH)"
P2226,P2226,Redirected Drawing: Expanding the Perceived Canvas Size in VR,"Drawing, writing, and painting on 2D surfaces in VR offers arbitrary interaction with virtual canvases of unlimited size. We propose Redirected Drawing, a novel methodology that applies visual manipulation to the user's drawing movement in VR to expand the perceived surface size required for the drawing experience. To this end, this study specifically explores translation gain manipulation, where the displacement of a drawing stroke in reality is simply multiplied by a gain to represent it in VR. Our results show that pen-based drawing on a physical surface allows for a gain of up to 1.16 without being noticed by the user, which is more suited to expanding a virtual canvas size than finger-based drawing on a physical surface or in mid-air.","Kumpei Ogawa: Research Institute of Electrical Communication, Tohoku University, Kazuyuki Fujita: Tohoku University, Kazuki Takashima: Shibaura Institute of Technology, Yoshifumi Kitamura: Tohoku University"
P2227,P2227,On the Benefits of Sensorimotor Regularities as Design Constraints for Superpower Interactions in Mixed Reality,"Creating intuitive action-outcome mappings for augmented superpowers in Mixed Reality (MR) is a key challenge for designers. We explore sensorimotor regularities (SRs) as design constraints for superpower interactions by comparing three temporal manipulation methods: mid-air button control, SRs-incongruent gestures, and SRs-congruent gestures. Results show that SRs-congruent gestures significantly enhance task performance, reduce workload, and increase agency and presence compared to the other two methods, while also enabling faster learning. No significant differences were found between SRs-incongruent and button-based methods. These findings highlight the potential of SRs in designing intuitive superpower interactions for MR systems.","Jingyi Li: University of Cambridge, Per Ola Kristensson: University of Cambridge"
P2243,P2243,Embedding Human Values into the Designing of Mixed-Reality Technologies,"Current mixed reality designs predominantly prioritise functionality and usability, often overlooking individual?s diverse value needs. To create more meaningful MR experiences, this paper aims to explore how human values can be integrated into MR design. We propose a values-based design process and evaluate it through three design workshops considering a remote collaborative learning scenario. By comparing our approach to an existing MR application, we demonstrate how embedding human values into MR design can lead to more ethical and human-centred outcomes. Our findings contribute to advancing the design and application of MR technologies to be more aligned with people?s diverse values.","Mengxing Li: Monash University, Taghreed Alshehri: Monash University, Tim Dwyer: Monash University, Sarah Goodwin: Monash University, Joanne Evans: Monash University"
P2246,P2246,Effects of Embodiment and Personality in LLM-based Conversational Agents,"This work investigates the effects of personality expression and embodiment in conversational agents. We extend an existing framework by integrating LLM-based conversation support to provide information about contemporary scientific topics. We describe a user study to evaluate two opposing personality styles using a dialogue-only model that conveys personality verbally, an animated human model that expresses personality only through dialogue, and an animated human model expressing personality through dialogue and expressive animations. The users perceive all models positively regarding personality and learning outcomes, however, models with high personality traits are perceived as more engaging than those with low personality traits.","Sinan Sonlu: Bilkent University, Bennie Bendiksen: The University of Massachusetts, Funda Durupinar Babur: University of Massachusetts Boston, Ugur Gudukbay: Bilkent University"
P2257,P2257,Impact of Visual Virtual Scene and Localization Task on Auditory Distance Perception in Virtual Reality,"Virtual reality (VR) enables controlled study of auditory perception. However, visual information affects sound processing due to multimodal integration, and head-mounted displays compress egocentric distances. We investigated how different visual scenes affect auditory distance perception in VR using two paradigms. First, participants localized sounds in audiovisually congruent or incongruent rooms. Second, we manipulated room visibility and localization tasks. Audiovisual incongruency impaired distance perception, while room visibility had no main effect but interacted with the task. Also, differential effects on quality of experience were found, highlighting the need to consider the complex interplay of acoustic and visual scenes in VR.","Sarah Roákopf: University of Regensburg, Andreas Mhlberger: University of Regensburg, Felix St„rz: Jade Hochschule, Matthias Blau: Jade Hochschule, Steven van de Par: Carl-von-Ossietzky-University, Leon O. H. Kroczek: University of Regensburg"
P2262,P2262,PASCAL - A Collaboration Technique Between Non-Collocated Avatars in Large Collaborative Virtual Environments,"Collaborative work in large collaborative virtual environments (CVEs) often transitions from loosely- to tightly-coupled collaboration. We present two novel interaction techniques designed to share spatial context over large distances. The first method replicates video conferencing by providing users with a virtual tablet to share video feeds. The second, PASCAL (Parallel Avatars in a Shared Collaborative Aura Link), allows users to share surroundings by creating synchronized copies at collaborators' locations. In a study, PASCAL significantly improved task completion time, communication, understanding, and co-presence. Our insights contribute to successful interaction techniques to mediate between loosely- and tightly-coupled work in CVEs.","David Gilbert: RWTH Aachen University, Abhirup Bose: RWTH Aachen University, Tim Weissker: RWTH Aachen University, Torsten Wolfgang Kuhlen: RWTH Aachen University"
P2278,P2278,Evaluating Dynamic Delivery of Audio+Visual Message Notifications in XR,"Notifications play a crucial role in XR, informing users of received messages they might otherwise miss. However, it is unclear how attention-grabbing they should be, how much information they should present, and how the presentation should adapt to the message?s content. We evaluated nine audiovisual notification designs on their usability and user preferences in XR environments, and how these adapt to varying contexts. Our results show differing effects of multimodal notification designs and that individuals want notification modality and design to vary based on delivered message content. These results offer new insights into developing context-aware multimodal interaction strategies for notifications in XR.","Hyunsung Cho: Carnegie Mellon University, Drew Edgar: University of Glasgow, David Lindlbauer: Carnegie Mellon University, Joseph O'Hagan: University of Glasgow"
P2300,P2300,Designing VR Music Game for Stress Reduction,"Music therapy is widely used to reduce stress and enhance the well-being of various clinical groups. VR music therapy has been studied to overcome physical constraints of music therapy, but most research focuses on receptive music therapy, failing to utilize VR?s interactive potential fully. This paper proposes VR active music therapy based on conventional rhythm-following music therapy methods and VR gamified active music therapy by adding game elements based on Self-Determination Theory (SDT). Our between-subject comparative study (n=33) revealed the stress reduction effects of VR receptive music therapy, VR active music therapy, and VR gamified active music therapy.","Kirak Kim: KAIST, Hyojin Kim: KAIST, Youjin Choi: KAIST, Juhan Nam: KAIST, Jeongmi Lee: KAIST"
P2305,P2305,SensARy Substitution: Augmented Reality Techniques to Enhance Force Perception in Touchless Robot Control,"The lack of haptic feedback in touchless human-robot interaction is critical in applications like robotic ultrasound, where force perception is essential. Augmented reality (AR) can address this by providing sensory substitution through visual or vibrotactile feedback. We implemented two visualization types at three positions and investigated the effects of vibrotactile feedback. Additionally, we compared multimodal feedback with visual or vibrotactile feedback alone. Our results show that sensory substitution improves interaction, with visual support reducing force errors and being preferred by participants. A 2D bar visualization outperformed a 3D arrow, and visualizations on the ultrasound screen were favored.","Tonia Mielke: Otto-von-Guericke University Magdeburg, Florian Heinrich: Otto von Guericke University Magdeburg, Christian Hansen: Faculty of Computer Science"
P2317,P2317,Interactions between vibro-acoustic discomfort and visual stimuli: Comparison of real, 3D and 360 environment,"This study explores the use of Virtual Reality (VR) in enhancing sensory analysis for optimizing office environments. We compare the ecological validity of 360ø and 3D VR formats against real-life settings, focusing on visual perception and immersion. Additionally, we investigate the impact of varying intensities of vibroacoustic stimuli on the perception and cognition of 30 participants. Employing a combination of subjective assessments, physiological, and cognitive data, this preliminary study introduces an immersive methodology in VR. This approach offers new insights into multisensory user experiences, advancing VR applications in building and interior environment evaluations.","Charlotte Scarpa: Centre Scientifique et Technique du Bƒtiment, Toinon Vigier: Universit‚ de Nantes, Gw‚naelle Haese: Centre Scientifique et Technique du Bƒtiment, Patrick LE CALLET: Universit‚ de Nantes"
P2350,P2350,Investigating the Impact of Voice-only and Embodied Conversational Virtual Agents on Mixed Reality Puzzle Solving,"This paper explores the integration of a Conversational Virtual Agent (CVA) into a Mixed Reality application designed to assist in solving a 2D physical puzzle. The agent works as a state-aware assistant to guide users on demand. We conducted a study with 34 participants to investigate the influence of Voice-only and Embodied CVAs on puzzle-solving performance and user experience. Both modalities showed equivalent outcomes in terms of number of queries. However, results revealed that voice-only CVA may be more effective since it significantly enhanced task efficiency and reported lower effort than embodied condition.","Shirin Hajahmadi: Universit… di Bologna, Pasquale Cascarano: Universit… di Bologna, Fariba Mostajeran: Universit„t Hamburg, Kevin Heuer: Universit„t Hamburg, Anton Lux: Universit„t Hamburg, Gil Otis Mends-Cole: Universit„t Hamburg, Frank Steinicke: Universit„t Hamburg, Gustavo Marfia: Universit… di Bologna"
P2355,P2355,Predicting and Explaining Cognitive Load, Attention, and Working Memory in Virtual Multitasking,"As VR technology advances, multitasking in immersive environments escalates that comes with cognitive challenges, emphasizing the importance of attention, working memory, and managing physical and mental strain. To address this, we analyzed the VRWalking dataset, which includes eye and head tracking, heart rate, and galvanic skin response (GSR) data with labels for physical load, mental load, working memory, and attention. Using deep learning models, we achieved accuracies of 91%, 96%, 93%, and 91%, respectively. SHAP analysis revealed key predictive features, offering insights for optimizing user experience and minimizing cognitive strain. Our findings guide future research and enhance virtual reality application design.","Jyotirmay Nag Setu: University of Texas at San Antonio, Joshua M Le: University of Texas at San Antonio, Ripan Kumar Kundu: University of Missouri-Columbia, Barry Giesbrecht: University of California -- Santa Barbara, Tobias H”llerer: University of California, Santa Barbara, Khaza Anuarul Hoque: University of Missouri, Kevin Desai: The University of Texas at San Antonio, John Quarles: University of Texas at San Antonio"
P2357,P2357,Adaptive 360-Degree Video Streaming with Super-Resolution and Interpolation,"360ø video streaming requires considerable bandwidth, and previous research has proposed to apply super-resolution (SR) to solve this issue. However, most mobile devices lack the computational capacity to apply SR for all tiles in real time. To solve this problem, we utilize linear interpolation, which requires much less computational overhead. We develop a system that adaptively selects the most suitable downloading strategy, whether interpolation, SR, or ABR at the appropriate bitrate, for each tile to maximize user QoE while considering bandwidth limitations and computational constraints of mobile devices. Extensive evaluations show that our solution significantly outperforms existing techniques in terms of QoE under various scenarios.","Siyuan Hong: The Pennsylvania State University, Ruiqi Wang: Pennsylvania State University, Guohong Cao: Penn State University"
P2358,P2358,360ø 3D Photos from a Single 360ø Input Image,"360ø images are a popular medium for bringing photography into virtual reality. While users can look in any direction by rotating their heads, 360ø images ultimately look flat. That is because they lack depth and thus cannot create motion parallax when translating the head. To achieve a fully immersive VR experience from a single 360ø image, we introduce a novel method to upgrade 360ø images to free-viewpoint renderings with 6 degrees of freedom based on 3D Gaussian splatting. To fill plausible content in previously unseen regions, we introduce a novel combination of latent diffusion inpainting and monocular depth estimation with Poisson-based blending. Our results demonstrate state-of-the-art visual quality and real-time rendering speed.","Manuel Rey-Area: University of Bath, Christian Richardt: Meta Reality Labs"
P2367,P2367,Immersion, Attention, and Collaboration in Spatial Computing: A Study on Work Performance with Apple Vision Pro,"Spatial computing will enable focused work through a higher degree of immersion and collaborative work through enhanced integration of shared interactions. With the Apple Vision Pro, the level of immersion can be adjusted seamlessly. As a first study, the present work investigates different levels of immersion while solving various tasks with the Apple Vision Pro. Selective attention improves significantly with increasing immersion levels. In contrast, social presence decreases with increasing immersion. In addition, we could not determine any adverse effects on depth perception after use. The present study provides an initial contribution to the systematic investigation of various conditions of spatial computing on work performance.","Carolin Wienrich: University of Wrzburg, David Obremski: University of Wrzburg"
P2370,P2370,Cognitive Load Inference Using Physiological Markers in Virtual Reality,"We conducted a largescale study (N=738) to collect behavioral and physiological measures under different cognitive load conditions in a VR environment, and developed an AI model to predict cognitive load in real time. Our model predicts cognitive load as a continuous value from 0 to 1, where 0 and 1 correspond to the lowest and highest reported cognitive loads across all participants. Besides the point estimation, our model quantifies prediction uncertainty using a prediction interval. We release data from 100 participants. This dataset includes recordings from multiple sensors (pupillometry, eye-tracking, and pulse plethysmography), self-reported cognitive effort, behavioral task performance, and demographic information.","Jishang Wei: HP Labs, Erika H Siegel: HP Labs, Prahalathan Sundaramoorthy: HP Labs, Ant“nio Carlos D Almeida Gomes: HP Inc., Shibo Zhang: HP Inc., Mithra Vankipuram: HP Inc, Kevin Lee Smathers: PG&E, Sarthak Ghosh: HP Inc., Hiroshi Horii: Samsung Research America, Jeremy N. Bailenson: Stanford University, Rafael 'Tico' Ballagas: HP Inc."
P2373,P2373,From PINs to Gestures: Analyzing Knowledge-Based Authentication Schemes for Augmented and Virtual Reality,"As Augmented and Virtual Reality (AR/VR) advances, the need for secure and user-friendly authentication methods grows critical. We present a systematic evaluation of 17 distinct authentication schemes across five categories: gaze-based, gesture-based, PIN-based, spatial, and recognition-based. Our analysis revealed varying performance in effectiveness, security, and usability. Beat-PIN achieved strong security with 140-bit entropy, while RubikAuth excelled in usability with authentication times of 1.69 seconds. Users preferred balanced schemes like In-Air-Handwriting and Things. By applying Bonneau et al.'s framework, we identified promising schemes and future research directions for AR/VR authentication.","Naheem Noah: University of Denver, Sanchari Das: George Mason University"
P2391,P2391,Comparing Vibrotactile and Skin-Stretch Haptic Feedback for Conveying Spatial Information of Virtual Objects to Blind VR Users,"Perceiving spatial information of a virtual object is critical yet challenging for blind users. To facilitate VR accessibility for blind users, we investigate the effectiveness of two types of haptic cues---vibrotactile and skin-stretch---in conveying the spatial information of a virtual object when applied to the dorsal side of a blind user's hand. We conducted a user study with 10 blind users to investigate how they perceive static and moving objects. Our results reveal that blind users can more accurately understand an object's location and movement when receiving skin-stretch cues, as opposed to vibrotactile cues. We discuss the pros and cons of both haptic cues and conclude with design recommendations for future haptic solutions.","Jiasheng Li: University of Maryland, Zining Zhang: University of Maryland, Zeyu Yan: University Of Maryland, Yuhang Zhao: University of Wisconsin-Madison, Huaishu Peng: University of Maryland"
P2397,P2397,Silo: Half-Gigapixel Cylindrical Stereoscopic Immersive Display,"We present the Silo, an immersive stereoscopic cylindrical tiled-display visualization facility that delivers an ultra-high-resolution image of 619 million pixels and a nearly 360-degree horizontal field of regard. In this article, we cover the design principles and the hardware and software systems used in constructing the Silo. To compensate for missing visual information due to the absence of a ceiling and floor, we have designed a mapping to reproject the entire 360 virtual scene to the available display real estate. Our user studies indicate that the Silo enhances natural exploration and visualization compared to traditional curved and flat powerwall displays.","Saeed Boorboor: Stony Brook University, Doris Gutierrez-Rosales: Stony Brook University, Aahmed Shoaib: Stony Brook University, Chahat Kalsi: Stony Brook University, Yue Wang: Stony Brook University, Yuyang Cao: Stony Brook University, Xianfeng David Gu: Stony Brook University, Arie Kaufman: Stony Brook University"
P2399,P2399,The Impact of Avatar Retargeting on Pointing and Conversational Communication,"Retargeting user motion to avatars of different proportions changes the motion.  This paper presents three studies exploring how these motion changes impact functional and social communication for baseline forward (pose-preserving) and inverse (position-preserving) kinematics retargeting.  Pointing accuracy that can be maintained with full constraints on the orientation and position of the hand. Error increases for pose preserving retargeting, but can be minimized by a Semantic IK approach that offers a more natural pose.  Similar results are shown for gestures displaying object size.  Perception of avatar personality is altered in a speech giving task, but not the object size task.","Simbarashe Nyatsanga: University of California, Davis, Doug Roble: Meta Reality Labs, Michael Neff: Meta Reality Labs"
P2403,P2403,Exploring Aiming Techniques for Blind People in Virtual Reality,"We explore how to support blind people in aiming tasks in VR using an archery scenario. We implemented three techniques: 1) Spatialized Audio, a baseline where the target emits a 3D sound to convey its location, 2) Target Confirmation, where the previous condition is augmented with secondary Beep sounds to indicate proximity to the target, and 3) Reticle-Target Perspective, where the auditory feedback conveys the relation between the target and the user's aiming reticle. In a study with 15 blind participants, Target Confirmation and Reticle-Target Perspective clearly outperformed Spatialized Audio. We discuss how our findings may support the development of VR experiences that are more accessible and enjoyable to a broader range of users.","JoÆo Mendes: Universidade de Lisboa, Manuel Pi‡arra: Faculdade de Ciˆncias, Universidade de Lisboa, Inˆs Gon‡alves: Faculdade de Ciˆncias, Universidade de Lisboa, Andr‚ Rodrigues: Universidade de Lisboa, JoÆo Guerreiro: Universidade de Lisboa"
P2406,P2406,Comparing Absolute Size Perception in Optical See-Through Augmented Reality and Real World Viewing Using Verbal and Physical Judgments,"This empirical evaluation aimed to investigate how size perception operates between OST AR and the real world, using verbal reports and physical judgments. In a within-subjects experimental design, participants viewed target objects of different sizes in both AR and real-world conditions and estimated their sizes using verbal and physical judgment methods across multiple trials. Our findings revealed that participants consistently underestimated object sizes when using verbal reports in both AR and real-world conditions, with more pronounced errors in AR. In contrast, physical judgments yielded more accurate size estimates under both viewing conditions. The accuracy of verbal reports decreased as target sizes increased, especially in AR.","Chao-Kuo Chiu: National Yang Ming Chiao Tung University, Jung-Hong Chuang: National Chiao Tung University, Christopher Pagano: Clemson University, Sabarish V. Babu: Clemson University"
P2429,P2429,Shaping the Future of VR Hand Interactions: Lessons Learned from Modern Methods,"In virtual reality (VR), increased realism in hand-object interactions is often assumed to enhance immersion and usability, but recent studies suggest this is not always the case. This study addresses the lack of clarity in selecting optimal hand interaction methods by evaluating three approaches?Attachment, Penetration, and Torque?across simple and precision-driven tasks. Our findings highlight that while Attachment offers simplified controls ideal for commercial use, Penetration and Torque hold potential for next-generation interactions. By examining technical features and trade-offs, we provide insights to help developers balance realism, usability, and satisfaction in VR applications.","Byungmin Kim: Korea University, DongHeun Han: Kyung Hee University, HyeongYeop Kang: Korea University"
P2432,P2432,Redirection Detection Thresholds for Avatar Manipulation with Different Body Parts,"This study examines how the body part controlling a VR avatar and the avatar?s appearance impact redirection detection thresholds. Experiments compared hand and foot manipulation of a hand-shaped avatar and an abstract spherical avatar. Results showed a 21% higher detection threshold with the hand avatar than the abstract avatar, regardless of the body part used. Redirecting the avatar toward the body midline increased thresholds by 49% compared to redirection away from it. No differences were found between hand and foot manipulations. These findings highlight the importance of avatar appearance and redirection direction for designing effective VR interactions.","Ryutaro Watanabe: The University of Tokyo, Azumi Maekawa: The University of Tokyo, Michiteru Kitazaki: Toyohashi University of Technology, Yasuaki Monnai: The University of Tokyo, Masahiko Inami: University of Tokyo"
